,Longitude,Latitude,clusterId
3076281206,111.64624199999999,40.810756,0
51108388,123.116028,49.285061,-1
1101158293,111.170654,40.634797999999996,-1
3078260608,111.64624199999999,40.810756,0
290415679,111.533203,40.896905,-1
3058400449,111.64624199999999,40.810756,0
51108766,123.136075,49.27037,-1
4003436556,115.883789,42.474257,1
5994458236,109.818633,39.35225,-1
4447060289,109.51171799999999,40.747256,-1
61020650,112.89550700000001,40.346544,2
9616321600,119.750976,49.328702,3
9466348509,116.66546299999999,43.401608,-1
449470242,111.60461399999998,40.85537,-1
5994303312,111.508436,40.592813,-1
3779367497,111.60598700000001,41.053466,-1
3907128134,113.24707,40.497091999999995,-1
11238658335,109.75650700000001,39.526818,-1
3409221638,118.95755700000001,42.268417,-1
9640119645,119.750976,49.328702,3
4898309639,111.655726,40.809065999999994,-1
2623475498,122.644521,48.40508,-1
290418005,110.95642,41.294317,-1
2864239337,114.329223,45.142093,-1
8746902811,117.71983300000001,49.434337,-1
8336326987,113.11137099999999,41.028008,-1
6536665779,111.63946100000001,40.821733,-1
3353512622,118.95755700000001,42.268417,-1
4003423484,115.883789,42.474257,1
3076617220,111.64624199999999,40.810756,0
4848425510,113.005371,41.004775,-1
9613080947,119.750976,49.328702,3
4003442858,115.883789,42.474257,1
1581263071,113.28509299999999,40.645414,-1
9583649880,109.953174,40.270547,-1
61035738,112.89550700000001,40.346544,2
4002682711,115.883789,42.474257,1
5996884175,111.40104099999999,39.593233000000005,-1
3780203544,111.60598700000001,41.053466,-1
3078218820,111.64624199999999,40.810756,0
9030535742,117.469908,43.709761,-1
6536714707,111.63946100000001,40.821733,-1
3382919230,111.311472,42.190805,-1
449470588,111.60461399999998,40.85537,-1
8717600708,117.72811100000001,49.456584,-1
3076389316,111.64624199999999,40.810756,0
8469561001,109.846,40.652665999999996,-1
3074449354,111.64624199999999,40.810756,0
10857409046,109.946496,40.242442,-1
9333156245,117.44516599999999,49.583,-1
6266649854,112.49176000000001,41.368564,-1
6095637064,117.50598899999999,43.23845,-1
8744881934,117.691902,49.430458,-1
1102005888,111.170654,40.634797999999996,-1
8469604873,109.878666,40.655,-1
6975508741,120.56276299999999,47.414522,-1
8740128965,117.720611,49.433795,-1
8453127849,109.87883300000001,40.654833,-1
3779374521,111.60598700000001,41.053466,-1
4125201773,112.977905,42.10549,-1
3547930117,118.95755700000001,42.268417,-1
6266543532,112.49176000000001,41.368564,-1
60995008,112.89550700000001,40.346544,2
4851661438,113.005371,41.004775,-1
3075424103,111.64624199999999,40.810756,0
3352632927,118.95755700000001,42.268417,-1
7466958794,116.792907,48.669198,-1
8560819360,114.07606299999999,41.574386,-1
3898697480,122.31783300000001,47.627165999999995,-1
5207905911,102.439785,39.852368,-1
3076651170,111.64624199999999,40.810756,0
9616322346,119.750976,49.328702,3
61005567,112.89550700000001,40.346544,2
1101153203,111.170654,40.634797999999996,-1
6536664503,111.63946100000001,40.821733,-1
11667090265,117.52248300000001,43.953497,-1
205258166,122.38388799999998,47.764722,-1
3781218570,112.645027,41.102344,-1
4812173425,121.201171,48.951366,-1
2609723838,121.801833,47.495166,-1
8690319342,110.31483600000001,40.792823,-1
6098417001,118.66023999999999,43.523783,-1
6266100523,109.59686200000002,40.310947999999996,-1
5065383658,110.026901,40.392799,-1
8717852444,117.739875,49.450046,-1
3075231415,111.64624199999999,40.810756,0
11344515406,121.500405,47.611895000000004,-1
5034219548,111.645812,40.814848,-1
3073690205,111.64624199999999,40.810756,0
8469713985,109.878666,40.654666,-1
9613102911,119.750976,49.328702,3
4899849324,111.160655,41.349687,-1
5034185242,111.645812,40.814848,-1
8748062744,117.71983300000001,49.434337,-1
3075533901,111.64624199999999,40.810756,0
3238336514,118.954124,42.257618,-1
8470801824,109.84516599999999,40.658833,-1
3720210310,116.10540300000001,43.956123999999996,-1
4003441800,115.883789,42.474257,1
5993699184,112.42309499999999,43.98491,-1
5980300667,122.19916599999999,47.617666,-1
5993799539,112.978577,40.971497,-1
3944491475,123.35283700000001,48.421665000000004,-1
3058402359,111.64624199999999,40.810756,0
8501115024,119.739303,49.293784,-1
5033606277,111.645812,40.814848,-1
9579612663,120.42303000000001,47.281758,-1
5999709793,123.35616599999999,48.414333,-1
2623476684,122.644521,48.40508,-1
4410579925,111.449432,41.476465999999995,-1
6945691817,111.645812,40.819005,-1
3059246806,111.64624199999999,40.810756,0
5994533232,109.982386,39.808904999999996,-1
3547930425,118.95755700000001,42.268417,-1
8741225740,117.722946,49.402294,-1
3076215830,111.64624199999999,40.810756,0
8455507893,120.033874,49.567977,-1
3556826450,117.861328,43.421008,-1
1102008682,111.170654,40.634797999999996,-1
6536712213,111.63946100000001,40.821733,-1
9613021781,119.750976,49.328702,3
6536662747,111.63946100000001,40.821733,-1
9335927290,117.391333,49.61,-1
3986318245,116.603393,43.331171000000005,-1
3408420317,118.95755700000001,42.268417,-1
3058403557,111.64624199999999,40.810756,0
8716509363,117.74236200000001,49.447509000000004,-1
