,Longitude,Latitude,clusterId
7505878898,106.26342199999999,38.468509000000005,-1
10052675903,105.181132,37.509828999999996,-1
6136695844,106.31688500000001,35.998597,-1
852217290,106.27435600000001,38.463803999999996,-1
6864389680,105.92230900000001,37.291149,-1
7543537428,104.99517800000001,37.464679,-1
6028582500,105.933609,37.836767,-1
9381959826,106.38691399999999,38.823655,-1
4242090438,104.96601100000001,37.463809000000005,-1
7543731722,104.99517800000001,37.464679,-1
7543729446,104.99517800000001,37.464679,-1
3820183773,106.819499,39.155666,-1
7543595130,104.99517800000001,37.464679,-1
6028019641,105.955924,37.834462,-1
6028027537,105.946998,37.837581,-1
6028574506,105.954551,37.836089,-1
2081804743,106.18445200000001,38.48296,-1
2081811713,106.18445200000001,38.48296,-1
4459506968,106.23573300000001,38.475631,-1
6864326564,105.92230900000001,37.291149,-1
5908496957,106.262298,38.467898999999996,-1
7543478972,104.99517800000001,37.464679,-1
6864328382,105.92230900000001,37.291149,-1
7543578622,104.99517800000001,37.464679,-1
10052541625,105.00588700000002,37.461701,-1
7543491122,104.99517800000001,37.464679,-1
6136695464,105.90236599999999,36.284481,-1
280412445,105.516815,36.695401000000004,-1
2081804815,106.18445200000001,38.48296,-1
7543527476,104.99517800000001,37.464679,-1
7543368298,104.99517800000001,37.464679,-1
8038375334,105.92230900000001,37.291149,-1
6028577824,105.944938,37.839343,-1
5909055296,106.262298,38.467898999999996,-1
2081814367,106.18445200000001,38.48296,-1
7518826564,105.086729,37.490918,-1
7543545914,104.99517800000001,37.464679,-1
2081814423,106.18445200000001,38.48296,-1
6028571746,105.95317800000001,37.836496000000004,-1
4909480090,105.986175,38.435936,-1
2082592986,106.18445200000001,38.48296,-1
7543444856,104.99517800000001,37.464679,-1
3820183413,106.82066599999999,39.189833,-1
7514150070,106.281158,38.464695,-1
852215270,106.27435600000001,38.463803999999996,-1
